index_[thr: 50],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
3327,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00133_ann_id_136294.png,441.2132786870772,401.90379231813023,88.78161278093808,123.09211906886225
3343,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00135_ann_id_136314.png,394.97080387682513,349.5874552688744,120.85716338757182,164.4080881689965
3347,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00136_ann_id_136319.png,156.18939253464106,142.99494518980703,59.81486815095975,92.68186496733976
3348,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00136_ann_id_136320.png,178.60441894778688,204.4380713799707,46.25893944979161,72.53213865704531
3363,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00139_ann_id_136335.png,237.99186580902048,201.55604048761893,79.2483733780224,109.27525793130738
3379,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00141_ann_id_136353.png,216.53200270157888,173.17779802945603,64.59823821138075,90.67610643853054
3383,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00141_ann_id_136358.png,402.79008986698494,436.7984844351417,126.04022068510383,183.96279858469995
3407,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00145_ann_id_136384.png,285.4075300079537,347.53678456057924,39.578679046899616,86.53848306701087
3468,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00154_ann_id_136452.png,404.0984475504176,427.2648929134357,133.0091827794373,250.6193523662241
3476,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00155_ann_id_136460.png,197.73657563236264,229.1143288038977,74.46955712634434,123.49306073216852
3522,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00161_ann_id_136511.png,277.6415774609511,288.09605423857374,33.49776718473446,64.4144964155901
